BSS00030	H2AFZ	impute_BSS00030_H2AFZ
BSS00030	H3K27ac	impute_BSS00030_H3K27ac
BSS00030	H3K27me3	impute_BSS00030_H3K27me3
BSS00030	H3K36me3	impute_BSS00030_H3K36me3
BSS00030	H3K4me1	impute_BSS00030_H3K4me1
BSS00030	H3K4me2	impute_BSS00030_H3K4me2
BSS00030	H3K4me3	impute_BSS00030_H3K4me3
BSS00030	H3K79me2	impute_BSS00030_H3K79me2
BSS00030	H3K9ac	impute_BSS00030_H3K9ac
BSS00030	H3K9me3	impute_BSS00030_H3K9me3
BSS00030	H4K20me1	impute_BSS00030_H4K20me1
BSS00035	ATAC-seq	impute_BSS00035_ATAC-seq
BSS00035	DNase-seq	impute_BSS00035_DNase-seq
BSS00035	H2AFZ	impute_BSS00035_H2AFZ
BSS00035	H3K27ac	impute_BSS00035_H3K27ac
BSS00035	H3K27me3	impute_BSS00035_H3K27me3
BSS00035	H3K36me3	impute_BSS00035_H3K36me3
BSS00035	H3K4me1	impute_BSS00035_H3K4me1
BSS00035	H3K4me2	impute_BSS00035_H3K4me2
BSS00035	H3K4me3	impute_BSS00035_H3K4me3
BSS00035	H3K79me2	impute_BSS00035_H3K79me2
BSS00035	H3K9ac	impute_BSS00035_H3K9ac
BSS00035	H3K9me3	impute_BSS00035_H3K9me3
BSS00035	H4K20me1	impute_BSS00035_H4K20me1
BSS00036	ATAC-seq	impute_BSS00036_ATAC-seq
BSS00036	DNase-seq	impute_BSS00036_DNase-seq
BSS00036	H2AFZ	impute_BSS00036_H2AFZ
BSS00036	H3K27ac	impute_BSS00036_H3K27ac
BSS00036	H3K27me3	impute_BSS00036_H3K27me3
BSS00036	H3K36me3	impute_BSS00036_H3K36me3
BSS00036	H3K4me1	impute_BSS00036_H3K4me1
BSS00036	H3K4me2	impute_BSS00036_H3K4me2
BSS00036	H3K4me3	impute_BSS00036_H3K4me3
BSS00036	H3K79me2	impute_BSS00036_H3K79me2
BSS00036	H3K9ac	impute_BSS00036_H3K9ac
BSS00036	H3K9me3	impute_BSS00036_H3K9me3
BSS00036	H4K20me1	impute_BSS00036_H4K20me1
BSS00037	ATAC-seq	impute_BSS00037_ATAC-seq
BSS00037	H2AFZ	impute_BSS00037_H2AFZ
BSS00037	H3K27ac	impute_BSS00037_H3K27ac
BSS00037	H3K27me3	impute_BSS00037_H3K27me3
BSS00037	H3K36me3	impute_BSS00037_H3K36me3
BSS00037	H3K4me1	impute_BSS00037_H3K4me1
BSS00037	H3K4me2	impute_BSS00037_H3K4me2
BSS00037	H3K4me3	impute_BSS00037_H3K4me3
BSS00037	H3K79me2	impute_BSS00037_H3K79me2
BSS00037	H3K9ac	impute_BSS00037_H3K9ac
BSS00037	H3K9me3	impute_BSS00037_H3K9me3
BSS00037	H4K20me1	impute_BSS00037_H4K20me1
BSS00038	ATAC-seq	impute_BSS00038_ATAC-seq
BSS00038	H2AFZ	impute_BSS00038_H2AFZ
